ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff
ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff
ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff
ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,13,6,6,6,6,6,6,6,6,13,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff
ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff
ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,b,c,c,c,c,c,c,c,c,c,c,15,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff
ff,ff,ff,ff,ff,ff,6,19,24,24,19,24,c,7,7,7,7,7,7,7,7,7,7,1e,31,36,35,6,6,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff
ff,ff,ff,ff,ff,ff,ff,ff,10,10,7,18,1a,26,d,5,8,2,2,2,12,12,5,11,18,10,21,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff
ff,ff,ff,ff,ff,ff,b,c,11,11,11,f,1,9,3,e,a,1,1,1,1,a,5,2,11,8,37,3b,1e,b,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff
ff,ff,ff,ff,6,ff,17,f,1,1,1,1,1,2,d,3,3,1,2,2,2,1,5,5,5,9,2,10,7,2e,ff,6,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff
ff,ff,ff,ff,ff,ff,2f,f,3,a,2,2,1,1,1,5,3,d,e,d,14,2,1,1,1,5,12,12,12,2,29,3e,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff
ff,ff,ff,ff,1b,22,17,8,26,a,2,1,1,1,2,a,e,9,e,3,5,1,1,1,1,a,12,12,5,1a,f,2d,15,6,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff
ff,ff,6,ff,b,7,2,14,3,a,2,1,1,1,1,2,2,2,1,3,3,d,2,2,2,2,2,2,12,5,9,f,18,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff
ff,ff,6,ff,b,7,8,14,3,e,9,1,1,1,1,1,1,1,1,14,e,3,9,9,9,2,2,1,1,1,5,2a,2,20,15,ff,6,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff
ff,ff,6,ff,b,7,8,14,e,3,3,2,1,1,1,1,1,1,1,2,5,d,e,3,3,1,1,1,2,1,12,5,12,f,2d,15,1b,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff
ff,ff,6,ff,b,7,8,1,2,9,d,2,1,1,1,1,1,1,1,1,2,2,2,9,3,3,5,8,1,1,2,12,5,9,11,18,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff
ff,ff,6,ff,b,7,8,1,2,9,3,2,2,1,1,1,1,1,1,1,1,1,2,14,16,3,e,5,1,2,1,1,14,5,1a,2,c,b,ff,23,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff
ff,ff,6,ff,b,7,8,1,2,9,d,1,1,1,1,1,1,1,1,1,1,1,1,2,2,d,3,3,1,2,1,2,1,5,5,5,7,c,19,1b,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff
ff,ff,6,ff,b,7,2,1,2,9,3,3,5,2,1,1,1,1,1,1,1,1,1,1,1,2,16,3,1,2,1,1,1,2,a,5,5,8,18,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff
ff,ff,25,ff,15,c,11,8,2,a,5,3,5,2,1,1,1,1,1,1,1,1,1,1,1,2,16,3,5,a,2,1,1,2,1,a,5,1a,8,c,b,ff,ff,ff,ff,ff,ff,ff,ff,ff
ff,ff,ff,ff,ff,ff,20,7,1,2,2,3,5,2,1,1,1,1,1,1,1,1,1,1,1,2,16,3,3,9,2,1,1,1,2,2,5,5,5,7,20,ff,6,ff,ff,ff,ff,ff,ff,ff
ff,ff,ff,ff,6,6,17,f,1,2,1,3,d,e,1,2,1,1,1,1,1,1,1,1,1,2,1,1,d,3,d,1,2,1,1,1,1,a,5,5,2,10,15,ff,ff,ff,ff,ff,ff,ff
ff,ff,ff,ff,6,ff,2e,f,2,2,1,9,e,3,1,2,1,1,1,1,1,1,1,1,1,1,1,2,5,9,3,5,14,1,1,1,2,1,a,5,2,10,3a,ff,ff,ff,ff,ff,ff,ff
ff,ff,ff,ff,6,ff,17,7,4,2,1,2,5,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,a,3,3,e,2,2,1,1,2,2,5,2,18,13,ff,ff,ff,ff,ff,ff,ff
ff,ff,ff,ff,6,ff,17,7,4,8,8,2,5,3,e,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,e,3,e,a,2,1,1,1,1,1,2a,27,21,ff,6,ff,ff,ff,ff
ff,ff,ff,ff,6,ff,1f,7,4,4,8,2,16,e,3,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,e,3,a,2,1,1,1,2,1,5,f,17,6,6,ff,ff,ff,ff
ff,ff,ff,ff,6,ff,17,7,4,4,8,1,2,2,3,3,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,a,2,1,1,1,2,1,5,7,2f,ff,ff,ff,ff,ff,ff
ff,ff,ff,ff,ff,ff,22,1e,f,11,8,8,2,1,a,5,3,9,5,2,1,1,1,1,1,1,1,1,1,1,1,2,1,3,e,5,2,2,1,2,1,1,1a,2,20,15,ff,23,ff,ff
ff,ff,ff,ff,ff,ff,ff,1b,10,11,4,1c,2,1,2,a,d,3,e,1,1,1,1,1,1,1,1,1,1,1,1,2,1,d,3,d,1,1,2,1,2,2,5,1a,10,b,ff,6,ff,ff
ff,ff,ff,ff,ff,ff,ff,15,7,11,4,8,4,4,1,1,2,e,3,3,a,2,1,1,1,1,1,1,1,1,1,1,1,2,9,3,3,5,2,1,1,1,1,8,7,b,ff,6,ff,ff
ff,ff,ff,ff,ff,ff,ff,1d,1e,27,f,4,4,4,8,2,1,a,5,3,a,2,1,1,1,1,1,1,1,1,1,1,1,2,a,5,3,5,2,1,1,2,1,8,7,b,ff,6,ff,ff
ff,ff,ff,ff,ff,ff,ff,25,ff,21,7,4,4,4,1c,8,1,2,1,3,a,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,5,2,1,1,2,1,8,7,b,ff,6,ff,ff
ff,ff,ff,ff,ff,ff,ff,6,6,1f,7,4,4,4,4,8,4,2,a,3,3,e,2,2,1,1,1,1,1,1,1,1,1,1,2,1,3,3,d,1,2,2,1,8,7,b,ff,6,ff,ff
ff,ff,ff,ff,ff,ff,ff,6,ff,1e,1f,f,11,4,4,4,4,2,1,9,d,d,16,1,2,1,1,1,1,1,1,1,1,1,2,1,5,e,3,1,2,2,1,8,7,b,ff,6,ff,ff
ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,10,f,4,4,4,4,2,1,8,9,3,3,16,2,2,2,1,1,1,1,1,1,1,1,1,8,5,3,1,2,2,1,8,7,b,ff,6,ff,ff
ff,ff,ff,ff,ff,ff,ff,ff,ff,6,13,7,f,4,4,4,4,8,8,1,1,a,3,d,e,d,16,2,1,1,1,1,1,1,1,1,2,5,3,d,5,2,1,8,7,b,ff,6,ff,ff
ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,13,1f,27,11,4,4,4,4,8,2,2,1,9,9,9,3,9,14,1,1,1,1,1,1,1,1,2,a,9,3,9,2,1,8,7,b,ff,6,ff,ff
ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,6,ff,21,7,4,4,4,4,4,1c,2,1,2,2,2,3,3,3,1,2,1,1,1,1,1,1,1,2,2,d,9,2,1,8,7,b,ff,6,ff,ff
ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,6,15,b,7,f,4,4,4,4,8,8,8,2,1,1,5,3,e,5,2,1,1,1,1,1,1,1,1,3,9,2,1,2,7,b,ff,6,ff,ff
ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,10,f,4,4,4,4,4,4,1c,2,2,2,a,d,3,9,1,1,1,1,1,1,1,2,2,d,9,1,2,8,17,b,ff,23,ff,ff
ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,2b,7,f,4,4,4,4,4,4,4,4,4,1,1,2,d,3,3,1,2,1,1,1,2,1,1,3,26,2c,11,29,ff,25,ff,ff,ff,ff
ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,23,b,c,f,f,f,4,4,4,4,4,8,8,2,1,a,5,3,9,5,2,1,1,1,8,f,2,2,32,39,22,ff,ff,ff,ff,ff,ff
ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,6,ff,22,7,10,7,4,4,4,4,4,4,1c,8,1,2,14,3,3,e,2,2,2,1,11,10,18,18,10,ff,ff,ff,ff,ff,ff,ff,ff
ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,6,19,3d,2b,b,7,7,7,7,7,7,4,4,8,4,1,2c,11,10,7,7,7,7,c,24,33,28,28,19,ff,ff,ff,ff,ff,ff,ff
ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,1b,c,c,c,c,c,c,f,f,f,3c,11,a,38,34,c,c,c,c,b,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff
ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,10,7,7,7,10,10,30,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff
ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,13,6,6,6,6,13,1d,1d,1d,1d,13,19,19,6,13,6,6,13,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff
ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff
ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff
ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff,ff
